Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Acerto,0.5
3,3,Erro,0.3333
4,4,Acerto,0.5
5,5,Erro,0.4
6,6,Erro,0.3333
7,7,Erro,0.2857
8,8,Erro,0.25
9,9,Erro,0.2222
10,10,Erro,0.2
11,11,Erro,0.1818
12,12,Erro,0.1667
13,13,Erro,0.1538
14,14,Erro,0.1429
15,15,Acerto,0.2
16,16,Erro,0.1875
17,17,Erro,0.1765
18,18,Erro,0.1667
19,19,Erro,0.1579
20,20,Acerto,0.2
21,21,Acerto,0.2381
22,22,Acerto,0.2727
23,23,Erro,0.2609
24,24,Acerto,0.2917
25,25,Acerto,0.32
26,26,Acerto,0.3462
27,27,Acerto,0.3704
28,28,Erro,0.3571
29,29,Acerto,0.3793
30,30,Acerto,0.4
31,31,Acerto,0.4194
32,32,Acerto,0.4375
33,33,Erro,0.4242
34,34,Acerto,0.4412
35,35,Acerto,0.4571
36,36,Erro,0.4444
37,37,Acerto,0.4595
38,38,Acerto,0.4737
39,39,Erro,0.4615
40,40,Acerto,0.475
41,41,Acerto,0.4878
42,42,Acerto,0.5
43,43,Acerto,0.5116
44,44,Acerto,0.5227
45,45,Erro,0.5111
46,46,Erro,0.5
47,47,Erro,0.4894
48,48,Acerto,0.5
49,49,Acerto,0.5102
50,50,Acerto,0.52
51,51,Acerto,0.5294
52,52,Erro,0.5192
53,53,Erro,0.5094
54,54,Acerto,0.5185
55,55,Acerto,0.5273
56,56,Acerto,0.5357
57,57,Acerto,0.5439
58,58,Acerto,0.5517
59,59,Acerto,0.5593
60,60,Erro,0.55
61,61,Acerto,0.5574
62,62,Acerto,0.5645
63,63,Acerto,0.5714
64,64,Erro,0.5625
65,65,Acerto,0.5692
66,66,Erro,0.5606
67,67,Acerto,0.5672
68,68,Acerto,0.5735
69,69,Acerto,0.5797
70,70,Erro,0.5714
71,71,Erro,0.5634
72,72,Acerto,0.5694
73,73,Erro,0.5616
74,74,Acerto,0.5676
75,75,Erro,0.56
76,76,Acerto,0.5658
77,77,Acerto,0.5714
78,78,Acerto,0.5769
79,79,Erro,0.5696
80,80,Acerto,0.575
81,81,Acerto,0.5802
82,82,Acerto,0.5854
83,83,Acerto,0.5904
84,84,Acerto,0.5952
85,85,Erro,0.5882
86,86,Erro,0.5814
87,87,Acerto,0.5862
88,88,Erro,0.5795
89,89,Erro,0.573
90,90,Acerto,0.5778
91,91,Acerto,0.5824
92,92,Acerto,0.587
93,93,Acerto,0.5914
94,94,Acerto,0.5957
95,95,Erro,0.5895
96,96,Acerto,0.5938
97,97,Erro,0.5876
98,98,Erro,0.5816
99,99,Erro,0.5758
100,100,Erro,0.57
101,101,Acerto,0.5743
102,102,Acerto,0.5784
103,103,Acerto,0.5825
104,104,Acerto,0.5865
105,105,Acerto,0.5905
106,106,Erro,0.5849
107,107,Erro,0.5794
108,108,Acerto,0.5833
109,109,Acerto,0.5872
110,110,Acerto,0.5909
