Jogo_Real_n,Amostra_n,Resultado,Acuracia_Acumulada
1,1,Erro,0.0
2,2,Erro,0.0
3,3,Erro,0.0
4,4,Acerto,0.25
5,5,Erro,0.2
6,6,Erro,0.1667
7,7,Acerto,0.2857
8,8,Erro,0.25
9,9,Acerto,0.3333
10,10,Erro,0.3
11,11,Erro,0.2727
12,12,Acerto,0.3333
13,13,Erro,0.3077
14,14,Acerto,0.3571
15,15,Acerto,0.4
16,16,Acerto,0.4375
17,17,Erro,0.4118
18,18,Acerto,0.4444
19,19,Erro,0.4211
20,20,Erro,0.4
21,21,Erro,0.381
22,22,Acerto,0.4091
23,23,Acerto,0.4348
24,24,Acerto,0.4583
25,25,Acerto,0.48
26,26,Erro,0.4615
27,27,Erro,0.4444
28,28,Erro,0.4286
29,29,Acerto,0.4483
30,30,Acerto,0.4667
31,31,Acerto,0.4839
32,32,Acerto,0.5
33,33,Erro,0.4848
34,34,Acerto,0.5
35,35,Acerto,0.5143
36,36,Acerto,0.5278
37,37,Acerto,0.5405
38,38,Acerto,0.5526
39,39,Acerto,0.5641
40,40,Erro,0.55
41,41,Acerto,0.561
42,42,Erro,0.5476
43,43,Acerto,0.5581
44,44,Acerto,0.5682
45,45,Erro,0.5556
46,46,Erro,0.5435
47,47,Acerto,0.5532
48,48,Acerto,0.5625
49,49,Erro,0.551
50,50,Acerto,0.56
51,51,Erro,0.549
52,52,Acerto,0.5577
53,53,Acerto,0.566
54,54,Acerto,0.5741
55,55,Acerto,0.5818
56,56,Acerto,0.5893
57,57,Acerto,0.5965
58,58,Erro,0.5862
59,59,Acerto,0.5932
60,60,Erro,0.5833
61,61,Erro,0.5738
62,62,Acerto,0.5806
63,63,Acerto,0.5873
64,64,Erro,0.5781
65,65,Erro,0.5692
66,66,Erro,0.5606
67,67,Acerto,0.5672
68,68,Acerto,0.5735
69,69,Acerto,0.5797
70,70,Erro,0.5714
71,71,Acerto,0.5775
72,72,Acerto,0.5833
73,73,Acerto,0.589
74,74,Acerto,0.5946
75,75,Acerto,0.6
76,76,Erro,0.5921
77,77,Erro,0.5844
78,78,Acerto,0.5897
79,79,Acerto,0.5949
80,80,Erro,0.5875
81,81,Acerto,0.5926
82,82,Erro,0.5854
83,83,Erro,0.5783
84,84,Acerto,0.5833
85,85,Erro,0.5765
86,86,Acerto,0.5814
87,87,Acerto,0.5862
88,88,Acerto,0.5909
89,89,Acerto,0.5955
90,90,Acerto,0.6
91,91,Erro,0.5934
92,92,Erro,0.587
93,93,Erro,0.5806
94,94,Erro,0.5745
95,95,Erro,0.5684
96,96,Erro,0.5625
97,97,Acerto,0.567
98,98,Erro,0.5612
99,99,Acerto,0.5657
100,100,Erro,0.56
101,101,Acerto,0.5644
102,102,Erro,0.5588
103,103,Acerto,0.5631
104,104,Acerto,0.5673
105,105,Acerto,0.5714
106,106,Acerto,0.5755
107,107,Acerto,0.5794
108,108,Acerto,0.5833
109,109,Erro,0.578
110,110,Acerto,0.5818
111,111,Acerto,0.5856
112,112,Erro,0.5804
113,113,Acerto,0.5841
114,114,Erro,0.5789
115,115,Acerto,0.5826
116,116,Acerto,0.5862
117,117,Acerto,0.5897
118,118,Erro,0.5847
119,119,Acerto,0.5882
120,120,Acerto,0.5917
121,121,Acerto,0.595
122,122,Erro,0.5902
123,123,Acerto,0.5935
124,124,Acerto,0.5968
125,125,Acerto,0.6
126,126,Erro,0.5952
127,127,Erro,0.5906
128,128,Erro,0.5859
129,129,Acerto,0.5891
130,130,Acerto,0.5923
131,131,Erro,0.5878
132,132,Erro,0.5833
133,133,Erro,0.5789
134,134,Acerto,0.5821
135,135,Acerto,0.5852
136,136,Acerto,0.5882
137,137,Acerto,0.5912
138,138,Acerto,0.5942
139,139,Acerto,0.5971
140,140,Acerto,0.6
141,141,Acerto,0.6028
142,142,Acerto,0.6056
143,143,Erro,0.6014
144,144,Acerto,0.6042
145,145,Acerto,0.6069
146,146,Acerto,0.6096
147,147,Erro,0.6054
148,148,Erro,0.6014
149,149,Acerto,0.604
150,150,Erro,0.6
151,151,Acerto,0.6026
152,152,Acerto,0.6053
153,153,Erro,0.6013
154,154,Acerto,0.6039
155,155,Acerto,0.6065
156,156,Erro,0.6026
157,157,Acerto,0.6051
158,158,Erro,0.6013
159,159,Erro,0.5975
160,160,Acerto,0.6
161,161,Erro,0.5963
162,162,Acerto,0.5988
163,163,Acerto,0.6012
164,164,Acerto,0.6037
165,165,Acerto,0.6061
166,166,Erro,0.6024
167,167,Acerto,0.6048
168,168,Acerto,0.6071
169,169,Acerto,0.6095
170,170,Erro,0.6059
171,171,Acerto,0.6082
172,172,Acerto,0.6105
173,173,Erro,0.6069
174,174,Acerto,0.6092
175,175,Erro,0.6057
176,176,Acerto,0.608
177,177,Erro,0.6045
178,178,Erro,0.6011
179,179,Erro,0.5978
180,180,Acerto,0.6
181,181,Acerto,0.6022
182,182,Acerto,0.6044
183,183,Acerto,0.6066
184,184,Acerto,0.6087
185,185,Acerto,0.6108
186,186,Acerto,0.6129
187,187,Acerto,0.615
188,188,Erro,0.6117
189,189,Acerto,0.6138
190,190,Erro,0.6105
191,191,Erro,0.6073
192,192,Erro,0.6042
