placar_casa,placar_visitante,data,round,stage,ano,equipe_casa,equipe_visitante,resultado,Pts_casa,3P_casa,2P_casa,LL_casa,RT_casa,RO_casa,RD_casa,AS_casa,ER_casa,IA%_casa,3PC_casa,3PT_casa,3P%_casa,2PC_casa,2PT_casa,2P%_casa,LLC_casa,LLT_casa,LL%_casa,EN_casa,BR_casa,B/E_casa,TO_casa,FC_casa,T/FC_casa,ET_casa,VI_casa,EF_casa,Pts_visitante,3P_visitante,2P_visitante,LL_visitante,RT_visitante,RO_visitante,RD_visitante,AS_visitante,ER_visitante,IA%_visitante,3PC_visitante,3PT_visitante,3P%_visitante,2PC_visitante,2PT_visitante,2P%_visitante,LLC_visitante,LLT_visitante,LL%_visitante,EN_visitante,BR_visitante,B/E_visitante,TO_visitante,FC_visitante,T/FC_visitante,ET_visitante,VI_visitante,EF_visitante
65,86,2025-01-18,4,2,2024-2025,Pinheiros,Flamengo,0,80.0,27.2,38.666666666666664,14.133333333333333,39.8,13.066666666666666,26.733333333333334,15.866666666666667,13.066666666666666,1.3386666666666664,9.066666666666666,27.866666666666667,31.752666666666663,19.333333333333332,38.0,50.79600000000001,14.133333333333333,20.133333333333333,69.01333333333334,1.6,7.133333333333334,0.5733333333333334,2.0,21.466666666666665,0.09333333333333332,13.066666666666666,2.1333333333333333,88.26666666666667,86.69933333333333,29.1,40.93333333333333,16.666,40.833999999999996,11.266666666666667,29.567333333333337,19.633333333333333,11.399333333333335,1.7806666666666662,9.699333333333334,28.467333333333336,34.313333333333325,20.466666666666665,36.132666666666665,56.82399999999999,16.666,21.63266666666667,77.31,2.366,7.5,0.6566666666666665,2.2333333333333334,18.334,0.12533333333333335,11.399333333333335,1.4326666666666668,106.1
